id,ville,prix,surface,quartier,type_bien,nb_chambres,nb_salle_de_bains,url_annonce
56242879,Tanger,4000.0,60.0,Mesnana,Appartement,3,1,https://www.avito.ma/fr/mesnana/appartements/Appartement_meubl%C3%A9_%C3%A0_louer_%C3%A0_M%D8%AC%D9%85%D8%B9_%D8%A7%D9%84%D8%B1%D9%8A%D8%AD%D8%A7%D9%86_pr%C3%A8s_de_la_Maison_de_la_Presse_56242879.htm
56788106,Casablanca,5500.0,60.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_Meubl%C3%A9_%C3%A0_Louer___Confort__56788106.htm
57043313,Casablanca,9000.0,246.0,Centre Ville,Maison,2,1,https://www.avito.ma/fr/centre_ville/appartements/153927_Appt_%C3%A0_louer_%C3%A0_9000DH_%C3%A0_Quartier_Bd_Med_V_57043313.htm
57043264,Casablanca,4500.0,100.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_100_m%C2%B2_%C3%A0_Casablanca_57043264.htm
57043260,Tanger,4000.0,68.0,Mesnana,Appartement,3,1,https://www.avito.ma/fr/mesnana/appartements/Appartement_%C3%A0_louer_68_m%C2%B2_%C3%A0_Tanger_57043260.htm
57043007,Casablanca,20000.0,220.0,Gauthier,Appartement,5,1,https://www.avito.ma/fr/gauthier/appartements/Appartement_meubl%C3%A9_%C3%A0_louer_Gauthier_Casablanca_57043007.htm
57042810,Casablanca,6000.0,126.0,La Gironde,Maison,4,1,https://www.avito.ma/fr/la_gironde/appartements/appart_%C3%A0_louer_meuble_%C3%A0_la_gironde_Casablanca_57042810.htm
56646423,Casablanca,9000.0,130.0,Val Fleuri,Maison,4,1,https://www.avito.ma/fr/val_fleuri/appartements/Luxe_Appart_130m_Haut_standing_Ensoleill%C3%A9__56646423.htm
55762395,Casablanca,5500.0,50.0,Quartier des Hôpitaux,Appartement,2,1,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Des_Luxes_Studio_Vide_50m_Haut_Standing_Ensoleill%C3%A9__55762395.htm
57011358,Rabat,45000.0,1600.0,Souissi,Villa,7,2,https://www.avito.ma/fr/souissi/villas_et_riads/Villa_plain_pied_avec_piscine_et_grand_jardin_57011358.htm
57042660,Casablanca,4000.0,80.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_80_m%C2%B2_%C3%A0_Casablanca_57042660.htm
57042551,Casablanca,6500.0,80.0,Maarif,Appartement,3,1,https://www.avito.ma/fr/maarif/appartements/Bel_appartement_avec_terrasse_%C3%A0_louer_%C3%A0_Maarif_57042551.htm
57042549,Casablanca,3950.0,75.0,Sidi Bernoussi,Appartement,3,1,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_louer_75_m%C2%B2_%C3%A0_Casablanca_57042549.htm
56983920,Rabat,24000.0,409.0,Autre secteur,Villa,9,3,https://www.avito.ma/fr/autre_secteur/villas_et_riads/Tr%C3%A8s_belle_villa_%C3%A0_louer_56983920.htm
57042463,Marrakech,2500.0,80.0,M'Hamid,Appartement,4,1,https://www.avito.ma/fr/m_hamid/appartements/Appartement_%C3%A0_louer_%C3%A0_Taiba_Mhamid_57042463.htm
57042437,Marrakech,3000.0,60.0,Bab Doukkala,Appartement,3,1,https://www.avito.ma/fr/bab_doukkala/appartements/location_d_appartement_57042437.htm
57042420,Marrakech,9000.0,93.0,Centre Ville,Appartement,3,1,https://www.avito.ma/fr/centre_ville/appartements/Joli_appartement_vide_au_centre_ville_57042420.htm
57042366,Casablanca,2500.0,57.0,Hay Hassani,Appartement,3,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_louer_57_m%C2%B2_%C3%A0_Casablanca_57042366.htm
57029742,Marrakech,5500.0,110.0,Hay Charaf,Appartement,4,1,https://www.avito.ma/fr/hay_charaf/appartements/%C3%80_louer_appartement_de_3_chambres_dans_une_maison_57029742.htm
56983682,Casablanca,7000.0,96.0,Roches Noires,Appartement,4,1,https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_louer_90_m%C2%B2_%C3%A0_Casablanca_56983682.htm
57042098,Casablanca,5500.0,58.0,Belvédère,Appartement,2,1,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Studio_Meubl%C3%A9_Belv%C3%A9d%C3%A8re_57042098.htm
57042096,Casablanca,3500.0,78.0,Ain Sebaa,Maison,3,1,https://www.avito.ma/fr/ain_sebaa/appartements/Meubl%C3%A9s_3_filles_ou_3_Hommes_C%C3%A9libataires_57042096.htm
56871737,Tanger,5000.0,100.0,Castilla,Appartement,3,1,https://www.avito.ma/fr/castilla/appartements/Appartement_%C3%A0_louer_r%C3%A9serv%C3%A9_aux_%C3%A9tudiantes_56871737.htm
57041888,Casablanca,15000.0,226.0,Palmier,Appartement,6,2,https://www.avito.ma/fr/palmier/appartements/Tr%C3%A8s_bel_appartement_meubl%C3%A9_%C3%A0_Palmier_57041888.htm
56162827,Tanger,7000.0,110.0,Val Fleuri,Appartement,4,1,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_louer_109_m%C2%B2_%C3%A0_Tanger_56162827.htm
57041585,Marrakech,6500.0,50.0,Allal El Fassi,Appartement,2,1,https://www.avito.ma/fr/allal_el_fassi/appartements/Appartement_%C3%A0_louer_48_m%C2%B2_%C3%A0_Marrakech_57041585.htm
57027556,Casablanca,2800.0,60.0,Route d'El Jadida,Maison,3,1,https://www.avito.ma/fr/route_d_el_jadida/appartements/___Appt_Kasbat_Amine_57027556.htm
57013055,Casablanca,8000.0,58.0,Les Princesses,Appartement,2,1,https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_louer_47_m%C2%B2_%C3%A0_Casablanca_57013055.htm
57041199,Casablanca,23000.0,135.0,Gauthier,Appartement,3,1,https://www.avito.ma/fr/gauthier/appartements/Bel_Appartement_meubl%C3%A9_%C3%A0_Gauthier_57041199.htm
