model_name,r2_train,r2_test,rmse_train_dh,rmse_test_dh,mae_train_dh,mae_test_dh,mape_train,mape_test,cv_r2_mean,cv_r2_std,n_train,n_test,n_features,date_training
StackingEnsemble,0.7874553008091489,0.7071582360064778,2224.1688925385356,2672.1499459012616,1551.797429257284,1827.7777948687485,28.375384740808425,34.75011999160465,0.7086483248383404,0.01293308441508663,11566,2892,11,2026-02-13 14:06:53
