id,ville,prix,surface,quartier,type_bien,nb_chambres,nb_salle_de_bain,url_annonce
annonce_1,Casablanca,1380000.0,57.0,Bourgogne Ouest,Appartement,1,1,https://www.mubawab.ma/fr/a/8066263/studio-premium-%C3%A0-saisir
annonce_2,Casablanca,1350000.0,54.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8247723/studio-premium-%C3%A0-saisir
annonce_4,Casablanca,1450000.0,83.0,Ferme Bretonne (Hay Arraha),Appartement,2,2,https://www.mubawab.ma/fr/a/7857210/appartement-premium-%C3%A0-saisir
annonce_5,Casablanca,2400000.0,84.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8278144/vente-studio-moderne-avec-grande-terrasse-au-cfc
annonce_6,Marrakech,6700000.0,500.0,Agdal,Villa,6,1,https://www.mubawab.ma/fr/pa/7643604/splendide-villa-%C3%A0-vendre
annonce_7,Casablanca,1600000.0,102.0,Gauthier,Appartement,2,2,https://www.mubawab.ma/fr/a/8234883/%C3%A0-vendre-2-chambres-traversant-%C3%A0-gauthier
annonce_9,Marrakech,4900000.0,44.0,Route Amizmiz,Appartement,1,1,https://www.mubawab.ma/fr/pa/8226923/appartement-%C3%A0-vendre-%C3%A0-route-de-tahanaout-1-chambre
annonce_11,Casablanca,1370000.0,57.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8096314/studio-premium-%C3%A0-saisir
annonce_12,Rabat,10071449.529288704,1200.0,Hay El Menzah,Villa,4,2,https://www.mubawab.ma/fr/pa/8211908/somptueuse-maison-%C3%A0-vendre-%C3%A0-hay-el-menzah-4-belles-chambres
annonce_13,Casablanca,1280000.0,56.0,Ferme Bretonne (Hay Arraha),Appartement,1,2,https://www.mubawab.ma/fr/a/8106013/studio-premium-avec-terrasse
annonce_14,Casablanca,1180000.0,47.0,Les princesses,Appartement,1,1,https://www.mubawab.ma/fr/a/7987994/studio-premium-%C3%A0-saisir
annonce_15,Tanger,1090000.0,87.0,Beni Touzine,Appartement,3,2,https://www.mubawab.ma/fr/pa/8250944/votre-appart-%C3%A0-tanger-vous-attend
annonce_16,Casablanca,1090000.0,50.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/7857212/studio-premium-%C3%A0-saisir
annonce_17,Casablanca,1670000.0,75.0,Les princesses,Appartement,2,2,https://www.mubawab.ma/fr/a/7862588/appartement-premium
annonce_18,Marrakech,958000.0,53.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/pa/8257820/bel-appartement-%C3%A0-vendre-%C3%A0-gu%C3%A9liz
annonce_19,Casablanca,1840000.0,76.0,Oasis,Appartement,2,2,https://www.mubawab.ma/fr/a/8233038/appartement-premium-a-saisir
annonce_20,Casablanca,1395000.0,88.0,Les princesses,Appartement,1,2,https://www.mubawab.ma/fr/a/8212443/duplex-premium-%C3%A0-saisir
annonce_21,Marrakech,13800000.0,1297.0,Route Amizmiz,Villa,4,5,https://www.mubawab.ma/fr/pa/8219828/villa-de-haut-standing-%C3%A0-vendre-%C3%A0-route-amizmiz-surface-totale-1297-m%C2%B2
annonce_22,Casablanca,3250000.0,208.0,Casablanca Finance City,Appartement,3,3,https://www.mubawab.ma/fr/a/8086534/appartement-premium-%C3%A0-saisir
annonce_23,Casablanca,2500000.0,135.0,Gauthier,Appartement,3,3,https://www.mubawab.ma/fr/a/8243417/%C3%A0-vendre-appartement-3-ch-avec-terrasse-%C3%A0-gauthier
annonce_24,Tanger,663001.0,78.0,Route Nationale Assilah (N1),Appartement,2,1,https://www.mubawab.ma/fr/pa/8219264/appartement-2-chambres-%C3%A0-tanger-pr%C3%A8s-de-la-plage
annonce_25,Marrakech,495000.0,80.0,Sidi Ben Slimane El Jazouli,Riad,4,3,https://www.mubawab.ma/fr/a/8283536/superbe-petit-riad-entierement-r%C3%A9nov%C3%A9
annonce_26,Tanger,10000000.0,600.0,Tanja Balia,Villa,6,4,https://www.mubawab.ma/fr/a/8205493/belle-villa-de-895m%C2%B2-%C3%A0-vendre-%C3%A0-tanger-bella-vista
annonce_27,Tanger,660000.0,82.0,Marjane,Appartement,2,1,https://www.mubawab.ma/fr/a/8209493/appartement-f3-avec-terrasse-%C3%A0-vendre-route-rabat
annonce_28,Tanger,4700000.0,210.0,Malabata,Appartement,3,3,https://www.mubawab.ma/fr/a/8184529/bel-appartement-haut-standing-%C3%A0-vendre-malabata-hills
annonce_29,Casablanca,1500000.0,125.0,Mers Sultan,Appartement,3,2,https://www.mubawab.ma/fr/a/8292406/superbe-appartement-%C3%A0-vendre-%C3%A0-mers-sultan-surface-totale-125-m%C2%B2-r%C3%A9sidence-avec-concierge
annonce_30,Casablanca,1500000.0,130.0,Mers Sultan,Appartement,3,2,https://www.mubawab.ma/fr/a/8292400/appartement-en-vente-%C3%A0-mers-sultan-surface-totale-130-m%C2%B2-bien-meubl%C3%A9
annonce_31,Casablanca,3200000.0,175.0,Gauthier,Appartement,3,2,https://www.mubawab.ma/fr/a/8273078/a-vendre-3-chambres-spacieux-gauthier
annonce_32,Casablanca,1400000.0,47.0,Palmier,Appartement,1,1,https://www.mubawab.ma/fr/a/8031497/studios-neufs-modernes-a-palmier
annonce_33,Casablanca,1900000.0,92.0,Palmier,Appartement,2,2,https://www.mubawab.ma/fr/a/8139022/appartement-neuf-2-chambres-avec-espace-ext%C3%A9rieur
annonce_35,Marrakech,800000.0,60.0,Hay Saada,Appartement,3,1,https://www.mubawab.ma/fr/a/8288525/appartement-b%C3%BCro-cabinet
annonce_36,Casablanca,1270000.0,69.0,Californie,Appartement,2,2,https://www.mubawab.ma/fr/pa/8102156/appartement-%C3%A0-l-achat-%C3%A0-californie-3-pi%C3%A8ces-confortables-piscine-et-air-conditionn%C3%A9
annonce_38,Tanger,2000000.0,133.0,Ahlane,Appartement,3,2,https://www.mubawab.ma/fr/a/8286335/appartement-ahlan-residence-fadl-allah-tanger
annonce_39,Casablanca,3670000.0,362.0,Ain Diab Extension,Appartement,3,3,https://www.mubawab.ma/fr/pa/8236141/appartement-penthouse-en-vente-%C3%A0-ain-diab-extension-surface-de-362-m%C2%B2-places-de-stationnement-et-jardin
annonce_40,Marrakech,4300000.0,200.0,Route de Tahanaout,Villa,8,4,https://www.mubawab.ma/fr/a/8286023/villa-%C3%A0-vendre-marrakech-avec-sa-piscine-priv%C3%A9e
annonce_42,Casablanca,1600000.0,120.0,Californie,Appartement,3,2,https://www.mubawab.ma/fr/pa/8106466/superbe-appartement-%C3%A0-vendre-%C3%A0-californie-surface-totale-120-m%C2%B2
annonce_43,Casablanca,1650000.0,145.0,Beauséjour,Appartement,2,1,https://www.mubawab.ma/fr/a/8214647/%C3%A0-vendre-appt-2-chambres-avec-terrasse-beaus%C3%A9jour
annonce_44,Casablanca,6500000.0,124.0,Ain Diab Extension,Villa,6,4,https://www.mubawab.ma/fr/a/8176332/%C3%A0-vendre-villa-4-chambres-ain-diab
annonce_45,Casablanca,2460000.0,145.0,Ain Diab Extension,Appartement,3,2,https://www.mubawab.ma/fr/pa/8230746/superbe-appartement-%C3%A0-vendre-%C3%A0-ain-diab-extension-3-chambres-agr%C3%A9ables-terrasse-et-jardin
annonce_46,Casablanca,2500000.0,147.0,Gauthier,Appartement,3,2,https://www.mubawab.ma/fr/a/8180722/a-vendre-appartement-3-chambres-%C3%A0-gauthier
annonce_47,Casablanca,1150000.0,42.0,Gauthier,Appartement,1,1,https://www.mubawab.ma/fr/a/8156543/studios-%C3%A0-vendre-%C3%A0-gauthier-investissement
annonce_48,Marrakech,6871500.0,1527.0,Route de Fez,Villa,4,4,https://www.mubawab.ma/fr/pa/8116927/magnifique-villa-%C3%A0-vendre-%C3%A0-route-de-fez-surface-totale-1527-m%C2%B2
annonce_49,Casablanca,1150000.0,42.0,Palmier,Appartement,1,1,https://www.mubawab.ma/fr/a/7954535/studio-haut-standing-a-vendre
annonce_50,Casablanca,1070000.0,39.0,Palmier,Appartement,1,1,https://www.mubawab.ma/fr/a/8235072/studios-neufs-%C3%A0-vendre-%E2%80%93-palmier-casablanca
annonce_51,Marrakech,1344000.0,56.0,Guéliz,Appartement,2,1,https://www.mubawab.ma/fr/pa/8109878/appartement-en-vente-%C3%A0-el-hara-1-belle-chambre
annonce_52,Casablanca,1150000.0,42.0,Gauthier,Appartement,1,1,https://www.mubawab.ma/fr/a/8248246/studios-neufs-quartier-gauthier
annonce_53,Marrakech,4800000.0,400.0,Hay Targa,Villa,5,4,https://www.mubawab.ma/fr/a/8287473/somptueuse-maison-%C3%A0-vendre-%C3%A0-hay-targa-5-pi%C3%A8ces-confortables-bien-meubl%C3%A9
annonce_54,Marrakech,4200000.0,330.0,Route de Tahanaout,Villa,4,4,https://www.mubawab.ma/fr/pa/8137130/somptueuse-villa-%C3%A0-vendre-%C3%A0-route-de-tahanaout-superficie-330-m%C2%B2
annonce_55,Marrakech,8700000.0,1200.0,Route de l'Ourika,Villa,6,7,https://www.mubawab.ma/fr/a/8273263/prestigieuses-villas-%C3%A0-vendre-avec-une-vue-panoramique-sur-l-atals-%C3%A0-partir-de-8-7mdh
annonce_56,Casablanca,1300000.0,88.0,Ain Chock,Appartement,2,2,https://www.mubawab.ma/fr/a/8287431/joli-deux-chambres-%C3%A0-r%C3%A9nover-r%C3%A9sidence-ferm%C3%A9e
annonce_57,Marrakech,850000.0,50.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/pa/8158294/petit-bijou-immobilier-t2-de-50-m%C2%B2
annonce_58,Marrakech,14000000.0,700.0,Amelkis,Villa,7,7,https://www.mubawab.ma/fr/a/8278739/villa-d%E2%80%99architecte-d%E2%80%99exception-%E2%80%93-golf-amelkis
annonce_60,Casablanca,1500000.0,79.0,Les princesses,Appartement,2,1,https://www.mubawab.ma/fr/a/8248242/appartement-82-m%C2%B2-%C3%A0-vendre
annonce_61,Casablanca,1140000.0,46.0,Riviera,Appartement,1,1,https://www.mubawab.ma/fr/a/8077348/studio-haut-standing-avec-terrasse
annonce_63,Casablanca,530000.0,70.0,Al Hadika,Appartement,2,1,https://www.mubawab.ma/fr/a/8291223/appartement-%C3%A0-riad-alhadika-casablanca
annonce_66,Marrakech,450000.0,50.0,Hay Saada,Appartement,3,1,https://www.mubawab.ma/fr/a/8288923/vente-d-un-bel-appartement-%C3%A0-hay-saada-3-chambres-agr%C3%A9ables-bien-meubl%C3%A9-
annonce_67,Marrakech,1200000.0,68.0,Hay Mabrouka,Appartement,2,1,https://www.mubawab.ma/fr/a/8284227/belle-appartement-meubl%C3%A9-a-vendre-a-c%C3%B4t%C3%A9-de-macdonald-route-de-safi
annonce_68,Marrakech,6900000.0,1360.0,Route de Ouarzazate,Villa,7,7,https://www.mubawab.ma/fr/a/8281836/villa-semi-finie-maison-d-h%C3%B4tes-potentielle
annonce_69,Casablanca,4900185.724652087,81.0,Hay Hassani,Appartement,3,2,https://www.mubawab.ma/fr/pa/7938264/appartement-%C3%A0-l-achat-rez-de-chauss%C3%A9e-a-vendre-superficie-100-m%C2%B2
annonce_70,Casablanca,8738000.0,514.0,Mers Sultan,Villa,5,4,https://www.mubawab.ma/fr/a/8279593/villa-de-prestige-semi-finie-%C3%A0-casablanca
annonce_71,Casablanca,4900185.724652087,77.0,La Floride,Appartement,3,1,https://www.mubawab.ma/fr/a/8268437/appartement-presque-neuf
annonce_73,Casablanca,1240000.0,84.0,Maârif Extension,Appartement,3,2,https://www.mubawab.ma/fr/a/8258225/appartement-a-vendre-maarif-ext
annonce_75,Marrakech,3300000.0,323.0,Route de l'Ourika,Villa,4,3,https://www.mubawab.ma/fr/pa/8226910/splendide-villa-premium-finie-4-chambres-dont-une-master-room
annonce_76,Casablanca,1900000.0,116.0,Racine,Appartement,2,2,https://www.mubawab.ma/fr/a/8136894/superbe-appartement-%C3%A0-vendre-%C3%A0-racine-2-pi%C3%A8ces-ascenseur-et-terrasse
annonce_77,Marrakech,4450000.0,357.0,Ouasis,Villa,4,4,https://www.mubawab.ma/fr/a/8037520/belles-villa-%C3%A0-marrakech
annonce_78,Tanger,61900410.592286505,180.0,Achakar,Villa,3,3,https://www.mubawab.ma/fr/pa/8134704/magnifique-villa-%C3%A0-vendre-%C3%A0-achakar-surface-de-180-m%C2%B2
annonce_79,Casablanca,5500000.0,450.0,Laymoune,Villa,4,3,https://www.mubawab.ma/fr/a/8233731/villa-%C3%A0-vendre-laymoune
annonce_80,Marrakech,3000000.0,350.0,Jawhar,Villa,4,3,https://www.mubawab.ma/fr/a/8228068/villa-isol%C3%A9e-semi-finie-en-vente-%C3%A0-targa-%E2%80%93-opportunit%C3%A9-rare-%C3%A0-marrakech
annonce_81,Casablanca,795000.0,83.0,Bernoussi,Appartement,2,1,https://www.mubawab.ma/fr/pa/7276873/apartement-de-83m%C2%B2-en-vente-r%C3%A9sidence-el-yassamine
annonce_82,Casablanca,800000.0,30.0,Les Hôpitaux,Appartement,1,2,https://www.mubawab.ma/fr/a/8105051/studios-haut-standing-%C3%A0-quartier-des-h%C3%B4pitaux-possibilit%C3%A9-de-profiter-de-l%E2%80%99aide-au-logement-%E2%80%93-casablanca
annonce_83,Casablanca,1200000.0,36.0,Bourgogne Est,Appartement,1,1,https://www.mubawab.ma/fr/a/8233945/r%C3%A9sidence-haut-standing-%C3%A0-casablanca-studios-d%C3%A8s-1-2-mdh-avec-espaces-verts-et-s%C3%A9curit%C3%A9-24h-24
annonce_85,Rabat,2020000.0,104.0,Guich Oudaya,Appartement,2,2,https://www.mubawab.ma/fr/a/8269063/vente-d-appartement-%C3%A0-el-machrou3
annonce_86,Casablanca,1600000.0,144.0,Maârif Extension,Appartement,2,2,https://www.mubawab.ma/fr/a/8285577/appartement-144-m%C2%B2-2-chambres-ensoleill%C3%A9
annonce_88,Casablanca,1400000.0,88.0,Palmier,Appartement,1,1,https://www.mubawab.ma/fr/a/8289482/a-vendre-studio-avec-terrasse-jardin-parking-orient%C3%A9-sud
annonce_89,Marrakech,1100000.0,46.0,Camp Al Ghoul,Appartement,2,1,https://www.mubawab.ma/fr/a/8126494/%C3%A0-vendre-%E2%80%93-appartement-meubl%C3%A9-%C3%A0-gu%C3%A9liz-quartier-cump-el-ghoule
annonce_90,Tanger,9500.0,83.0,Aouama Gharbia,Appartement,3,2,https://www.mubawab.ma/fr/pa/8212927/appartements-83m%C2%B2-%C3%A0-9000dh-m-complexe-zohor-2
annonce_91,Casablanca,2378000.0,122.0,Ferme Bretonne (Hay Arraha),Appartement,3,2,https://www.mubawab.ma/fr/a/8288616/appartement-1er-%C3%A9tage-122m
annonce_92,Casablanca,1610000.0,82.0,Les princesses,Appartement,3,2,https://www.mubawab.ma/fr/a/8288445/bel-appartement-%C3%A0-vendre-%C3%A0-les-princesses-2-pi%C3%A8ces-confortables-prestation-de-conciergerie-air-conditionn%C3%A9
annonce_93,Tanger,1150000.0,70.0,Sania,Maison,3,2,https://www.mubawab.ma/fr/a/8288425/maison-%C3%A0-vendre-%C3%A0-sania-70-m2
annonce_94,Casablanca,860000.0,80.0,La Floride,Appartement,3,2,https://www.mubawab.ma/fr/a/8285919/bel-appartement-%C3%A0-vendre-rue-floride-khouzama-80-m%C2%B2
annonce_95,Marrakech,7800000.0,298.0,Route de Tahanaout,Villa,4,3,https://www.mubawab.ma/fr/a/8285488/vente-villa-argan-golf-marrakech
annonce_96,Marrakech,90000.0,50.0,Hivernage,Appartement,1,1,https://www.mubawab.ma/fr/a/8284354/appartement-r%C3%A9sidence-piscine
annonce_97,Marrakech,5980000.0,1200.0,Route de Ouarzazate,Villa,3,2,https://www.mubawab.ma/fr/a/8282266/villa-prestige-moderne-et-confort
annonce_98,Marrakech,1300000.0,83.0,Hay Mabrouka,Appartement,2,2,https://www.mubawab.ma/fr/a/8282223/jnan-ali-3-4
annonce_99,Casablanca,1200500.0,100.0,Bourgogne Ouest,Appartement,2,2,https://www.mubawab.ma/fr/a/8281260/appartement-de-100-m%C3%A8tre-carr%C3%A9-2-fa%C3%A7ades
annonce_100,Casablanca,870000.0,68.0,Sidi Maarouf,Appartement,2,1,https://www.mubawab.ma/fr/a/8255107/appartement-%E2%80%93-proche-casanearshore
annonce_101,Casablanca,3880000.0,183.0,Racine Extension,Appartement,4,2,https://www.mubawab.ma/fr/a/8239077/appartement-%C3%A0-l-achat-%C3%A0-racine-extension-4-chambres-meubl%C3%A9
annonce_102,Casablanca,1515000.0,137.0,Route Casablanca,Appartement,2,1,https://www.mubawab.ma/fr/pa/8140933/appartement-%C3%A0-vendre-%C3%A0-marrakech-surface-de-137-m%C2%B2
annonce_104,Casablanca,1670000.0,118.0,Ain Diab Extension,Appartement,2,2,https://www.mubawab.ma/fr/a/8211791/appart-neuf-6e-vue-sur-mer-118m2-le-134-square
annonce_105,Marrakech,2200000.0,173.0,Route de l'Ourika,Villa,3,2,https://www.mubawab.ma/fr/pa/8226907/magnifique-villa-finie-3-chambres-agr%C3%A9ables-dont-une-master-room
annonce_106,Casablanca,4950000.0,640.0,Nassim 2,Villa,10,5,https://www.mubawab.ma/fr/a/8203218/prix-except-villa-avec-2-habitations-ind%C3%A9pendantes
annonce_108,Marrakech,5000000.0,500.0,Agdal,Villa,5,5,https://www.mubawab.ma/fr/pa/7915244/vente-villa-de-luxe-%C3%A0-agdal-5-chambres-agr%C3%A9ables
annonce_109,Marrakech,1750000.0,83.0,Guéliz,Appartement,2,2,https://www.mubawab.ma/fr/a/8115457/appartemnt-neufs-%C3%A0-vendre-gu%C3%A9liz
annonce_110,Rabat,17500000.0,1200.0,Souissi,Villa,4,4,https://www.mubawab.ma/fr/a/7892531/villa-%C3%A0-vendre-%C3%A0-souissi-rabat
annonce_112,Casablanca,2100000.0,150.0,Les Hôpitaux,Appartement,3,2,https://www.mubawab.ma/fr/a/8182118/appartement-a-vendre-a-w-mars
annonce_114,Casablanca,580000.0,71.0,Al Azhar,Appartement,2,2,https://www.mubawab.ma/fr/pa/7623676/appartement-71m%C2%B2-en-vente-r%C3%A9sidence-al-badr
annonce_115,Casablanca,4900185.724652087,81.0,Bourgogne Ouest,Appartement,2,1,https://www.mubawab.ma/fr/a/8268822/bel-appartement-%C3%A0-vendre-%C3%A0-bourgogne-ouest-3-pi%C3%A8ces-salon-marocain-s%C3%A9curit%C3%A9
annonce_116,Casablanca,1300000.0,45.0,Ferme Bretonne (Hay Arraha),Appartement,1,1,https://www.mubawab.ma/fr/a/8152728/studio-premium-a-ferme-bretonne-pour-investissement
annonce_117,Casablanca,770000.0,97.0,Al Azhar,Appartement,3,2,https://www.mubawab.ma/fr/pa/7623672/appartement-97m%C2%B2-en-vente-r%C3%A9sidence-al-badr
annonce_118,Casablanca,1080000.0,36.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8130218/studio-luxueux-%C3%A0-saisir
annonce_119,Marrakech,8700000.0,474.0,Route de Fez,Villa,6,7,https://www.mubawab.ma/fr/a/8106238/exploit%C3%A9e-maison-d-hotes-et-vna-ok
annonce_120,Tanger,9500.0,74.0,Aouama Gharbia,Appartement,2,2,https://www.mubawab.ma/fr/pa/8216821/complexe-r%C3%A9sidentiel-zohor-2-9500dh-m
annonce_121,Marrakech,2900000.0,108.0,Agdal,Appartement,3,2,https://www.mubawab.ma/fr/a/8288064/bel-appartement-%C3%A0-vendre-%C3%A0-agdal-3-chambres-agr%C3%A9ables-meubl%C3%A9
annonce_122,Rabat,10000000.0,500.0,Aviation - Mabella,Villa,3,3,https://www.mubawab.ma/fr/a/8286883/villa-de-luxe-inspiration-japonaise-%C3%A0-2-min-de-souissi
annonce_123,Marrakech,1051050.0,77.0,Guéliz,Appartement,2,2,https://www.mubawab.ma/fr/pa/8154988/appartement-%C3%A0-vendre-%C3%A0-ain-mezouar-gueliz-superficie-77-m%C2%B2
annonce_124,Tanger,9500000.0,980.0,Achakar,Villa,12,11,https://www.mubawab.ma/fr/a/8280230/un-v%C3%A9ritable-coup-de-c%C5%93ur-%C3%A0-tanger
annonce_125,Casablanca,680000.0,72.0,Sidi Moumen,Appartement,2,1,https://www.mubawab.ma/fr/a/8273702/superbe-appartement-2-chambre-%C3%A0-noor-city-2
annonce_126,Casablanca,1150000.0,56.0,Maârif,Appartement,1,1,https://www.mubawab.ma/fr/a/8270743/vente-appartement-%C3%A0-c%C3%B4t%C3%A9-de-twin-center
annonce_127,Marrakech,442000.0,67.0,Mhamid,Appartement,3,2,https://www.mubawab.ma/fr/a/8257438/devenez-propri%C3%A9taire-%C3%A0-marrakech
annonce_128,Marrakech,1500000.0,58.0,Camp Al Ghoul,Appartement,1,1,https://www.mubawab.ma/fr/a/8255535/appartement-en-vente-%C3%A0-camp-al-ghoul-surface-de-58-m%C2%B2-meubl%C3%A9
annonce_129,Tanger,560000.0,63.0,Mghogha,Appartement,3,1,https://www.mubawab.ma/fr/a/8248874/appartement-en-tr%C3%A8s-bon-%C3%A9tat-de-63-m2
annonce_130,Casablanca,7000.0,44.0,Ferme Bretonne (Hay Arraha),Appartement,1,1,https://www.mubawab.ma/fr/a/8240488/location-longue-dur%C3%A9e-studio-meubl%C3%A9
annonce_131,Casablanca,840000.0,96.0,Roches Noires,Appartement,2,2,https://www.mubawab.ma/fr/a/8216458/appartement-a-vendre
annonce_132,Marrakech,1850000.0,278.0,Azzouzia,Maison,5,3,https://www.mubawab.ma/fr/a/8197849/maison-%C3%A0-vendre-102-m-azzouzia-marrakech
annonce_133,Marrakech,1080000.0,45.0,Hivernage,Appartement,1,1,https://www.mubawab.ma/fr/a/8203192/studio-et-duplex-%C3%A0-l-hivernage-avec-piscine
annonce_135,Marrakech,770000.0,77.0,Route Amizmiz,Appartement,2,1,https://www.mubawab.ma/fr/pa/8233875/bel-appartement-%C3%A0-vendre-%C3%A0-route-amizmiz-surface-de-77-m%C2%B2
annonce_136,Casablanca,4850000.0,325.0,Route Casablanca,Villa,6,5,https://www.mubawab.ma/fr/a/8090210/villa-de-prestige-%C3%A0-vendre-%E2%80%93-quartier-r%C3%A9sidentiel
annonce_137,Marrakech,4200000.0,398.0,Route de Fez,Villa,3,3,https://www.mubawab.ma/fr/a/8019194/magnifique-riad-enti%C3%A8rement-r%C3%A9nov%C3%A9e-vendu-meubl%C3%A9
annonce_138,Tanger,600000.0,119.0,Zone Industrielle Mghogha,Appartement,2,2,https://www.mubawab.ma/fr/pa/7952120/appartement-%C3%A0-vendre-%C3%A0-tanger-2-belles-chambres
annonce_139,Casablanca,820000.0,75.0,Roches Noires,Appartement,2,1,https://www.mubawab.ma/fr/a/7984892/appartement-de-charme-%C3%A0-roche-noire
annonce_141,Casablanca,1022900.0,77.0,Aïn Sebaâ,Appartement,2,2,https://www.mubawab.ma/fr/pa/8148182/bel-appartement-%C3%A0-vendre-%C3%A0-nozha-a%C3%AFn-seba%C3%A2-2-belles-chambres
annonce_142,Marrakech,6890000.0,730.0,Hay Targa,Villa,7,6,https://www.mubawab.ma/fr/a/7534070/sofia-pr%C3%A8s-du-quick-pas-de-vis-a-vis
annonce_143,Marrakech,1750000.0,83.0,Guéliz,Appartement,2,1,https://www.mubawab.ma/fr/a/8115280/appartement-neuf-83-m%C2%B2-%C3%A0-gu%C3%A9liz-avec-salle-de-sport
annonce_145,Casablanca,4900185.724652087,65.0,Sidi Maarouf,Appartement,2,2,https://www.mubawab.ma/fr/a/8290660/apprt-vide-pour-location-%C3%A0-panorama-sidi-maarouf
annonce_146,Casablanca,1380000.0,50.0,Bourgogne Ouest,Appartement,1,1,https://www.mubawab.ma/fr/a/8130200/studio-premium-%C3%A0-bourgogne
annonce_147,Marrakech,1821600.0,110.0,Guéliz,Appartement,3,1,https://www.mubawab.ma/fr/pa/8158285/spacieux-appartement-3-chambres-110m%C2%B2
annonce_148,Casablanca,1450000.0,52.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8130224/meilleurs-studios-premium-pour-investissement
annonce_149,Rabat,3500000.0,274.0,Aviation - Mabella,Appartement,3,2,https://www.mubawab.ma/fr/a/8139541/duplex-avec-piscine-%C3%A3%C2%A0-l-aviation
annonce_150,Casablanca,960000.0,51.0,Californie,Appartement,1,2,https://www.mubawab.ma/fr/pa/8106462/vente-d-un-bel-appartement-%C3%A0-californie-casablanca
annonce_151,Marrakech,850000.0,48.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/a/8132129/studio-%C3%A0-vendre
annonce_152,Rabat,2300000.0,100.0,Rabat,Appartement,2,2,https://www.mubawab.ma/fr/a/8286076/appartement-%C3%A0-vendre-rez-de-chauss%C3%A9e-hay-riad-rabat
annonce_153,Tanger,9500.0,85.0,Aouama Gharbia,Appartement,2,2,https://www.mubawab.ma/fr/pa/8114805/appartement-%C3%A0-vendre-%C3%A0-aouama-2-belles-chambres
annonce_154,Marrakech,855000.0,45.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/a/7629060/appartements-pour-airbnb
annonce_155,Casablanca,16500.0,146.0,Californie,Appartement,3,3,https://www.mubawab.ma/fr/a/8219935/appartement-146-m%C2%B2-jnan-californie
annonce_156,Casablanca,4350000.0,173.0,Anfa,Appartement,4,1,https://www.mubawab.ma/fr/pa/8213536/vend-appartement-%C3%A0-anfa-4-grandes-pi%C3%A8ces-prestation-de-conciergerie-belle-piscine
annonce_159,Casablanca,2150000.0,105.0,Ferme Bretonne (Hay Arraha),Appartement,2,2,https://www.mubawab.ma/fr/a/8167062/superbe-appartement-%C3%A0-vendre-%C3%A0-ferme-bretonne-hay-arraha-2-chambres-meubl%C3%A9
annonce_160,Marrakech,6200000.0,250.0,Route de l'Ourika,Villa,4,5,https://www.mubawab.ma/fr/a/8163084/%C3%A0-vendre-%E2%80%93-villa-d%E2%80%99exception-%C3%A0-marrakech-%E2%80%93-route-de-l%E2%80%99ourika-face-au-palm-golf
annonce_161,Casablanca,500000.0,70.0,Sidi Moumen,Appartement,2,1,https://www.mubawab.ma/fr/a/8004432/vente-appartement-jawhara
annonce_162,Marrakech,1219800.0,60.0,Guéliz,Appartement,2,2,https://www.mubawab.ma/fr/a/7825511/appartement-pkh-place-16-novembre
annonce_163,Casablanca,1548000.0,86.0,Ferme Bretonne (Hay Arraha),Appartement,2,2,https://www.mubawab.ma/fr/a/7680575/appartement-haut-standing
annonce_164,Marrakech,430000.0,64.0,Mhamid,Appartement,2,1,https://www.mubawab.ma/fr/pa/7461645/appartement-de-67m%C2%B2-en-vente-dyour-al-masjid
annonce_165,Marrakech,818100.0,45.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/pa/8158300/beau-t2-de-45-m%C2%B2-%C3%A0-gu%C3%A9liz-%E2%80%93-confort-et-praticit%C3%A9
annonce_166,Marrakech,430000.0,300.0,Route de Fez,Villa,4,4,https://www.mubawab.ma/fr/a/7968594/tr%C3%A8s-belle-villa-style-riad-a-rte-de-fes
annonce_167,Casablanca,3000000.0,181.0,Maârif,Appartement,4,2,https://www.mubawab.ma/fr/a/7795210/appartement-d-exception-dernier-%C3%A9tage-vue-twincent
annonce_168,Casablanca,4550000.0,374.0,Route Casablanca,Villa,4,6,https://www.mubawab.ma/fr/pa/8260631/somptueuse-villa-%C3%A0-vendre-%C3%A0-route-casablanca-surface-totale-414-m%C2%B2
annonce_169,Marrakech,1750000.0,83.0,Guéliz,Appartement,2,2,https://www.mubawab.ma/fr/a/8116275/appartement-neuf-84-m%C2%B2-%C3%A0-gu%C3%A9liz
annonce_170,Marrakech,3300000.0,230.0,Route de l'Ourika,Villa,3,2,https://www.mubawab.ma/fr/a/8097492/villa-resort-golfique-route-ourika
annonce_171,Marrakech,938500.0,54.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/pa/8257823/superbe-appartement-%C3%A0-vendre-%C3%A0-gu%C3%A9liz
