id,ville,prix,surface,quartier,type_bien,nb_chambres,nb_salle_de_bain,url_annonce
1,Casablanca,5800.0,130.0,Val Fleury,Appartement,3,2,https://www.mubawab.ma/fr/a/8279130/appartement-vide-valfleuri-location-3-chambre
3,Casablanca,7300.0,63.0,Oulfa,Appartement,1,1,https://www.mubawab.ma/fr/a/8277563/studio-meubl%C3%A9-oulfa-location-long-dur%C3%A9e
4,Casablanca,7500.0,71.0,Maârif,Appartement,2,1,https://www.mubawab.ma/fr/a/8281617/appartement-meubl%C3%A9-zirawi-avec-terrasse
6,Casablanca,9500.0,115.0,Palmier,Appartement,3,2,https://www.mubawab.ma/fr/a/8052585/appartement-vide-location-%C3%A0-palmier
10,Casablanca,26000.0,180.0,Gauthier,Appartement,3,3,https://www.mubawab.ma/fr/a/8242721/appartement-moderne-%C3%A0-louer-sur-gauthier
11,Casablanca,12000.0,93.0,Casablanca Finance City,Appartement,2,2,https://www.mubawab.ma/fr/a/8289881/appartement-neuf-%C3%A0-louer-sur-cfc
12,Casablanca,15000.0,95.0,Ain Diab,Appartement,3,3,https://www.mubawab.ma/fr/a/8287345/appartement-meubl%C3%A9-%C3%A0-louer-ain-diab
13,Tanger,15000.0,70.0,De La Plage,Appartement,1,2,https://www.mubawab.ma/fr/a/8184288/f1-tres-haut-standing-neuf-avec-vue-splendide-sur-mer
14,Tanger,22000.0,102.0,De La Plage,Appartement,2,2,https://www.mubawab.ma/fr/a/8291018/apparemment-prestigieux-neuf-avec-vue-panoramique
15,Marrakech,7500.0,60.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/a/8267974/joli-appartement-hivernage-2-pas-de-sous-location
16,Casablanca,8700.0,53.0,Ferme Bretonne (Hay Arraha),Appartement,1,1,https://www.mubawab.ma/fr/a/8288829/appartement-en-location-%C3%A0-ferme-bretonne-hay-arraha-surface-de-53-m%C2%B2-bien-meubl%C3%A9
17,Casablanca,8000.0,53.0,Ferme Bretonne (Hay Arraha),Appartement,1,1,https://www.mubawab.ma/fr/a/8288831/bel-appartement-en-location-%C3%A0-ferme-bretonne-hay-arraha-surface-totale-53-m%C2%B2-bien-meubl%C3%A9
18,Casablanca,16500.0,188.0,Casablanca Finance City,Appartement,3,2,https://www.mubawab.ma/fr/a/8288832/appartement-%C3%A0-louer-%C3%A0-casablanca-finance-city-3-belles-chambres-ascenseur-et-terrasse
19,Casablanca,7000.0,80.0,Belvédère,Appartement,2,2,https://www.mubawab.ma/fr/a/8061649/un-joli-appartement-%C3%A0-boulevard-ibn-tachefine
20,Casablanca,5500.0,5500.0,Californie,Appartement,3,2,https://www.mubawab.ma/fr/a/8137161/%C3%A0-bd-tah-apprt-vide-3-ch-pour-location
22,Casablanca,14000.0,230.0,Maârif,Appartement,4,2,https://www.mubawab.ma/fr/a/8213563/avec-3-chambres-apprt-meubl%C3%A9-%C3%A0-racine
23,Casablanca,5800.0,77.0,Belvédère,Appartement,2,1,https://www.mubawab.ma/fr/a/8236758/appartement-semi-meubl%C3%A9-77%E2%80%AFm%C2%B2-%C3%A0-emile-zola
24,Casablanca,12000.0,110.0,Racine,Appartement,2,2,https://www.mubawab.ma/fr/a/8241395/au-coeur-de-racine-2-chambres-meubl%C3%A9s
25,Casablanca,7500.0,45.0,Les princesses,Appartement,1,1,https://www.mubawab.ma/fr/a/8235522/appart-neuf-les-princesses-jamais-habit%C3%A9
26,Casablanca,8500.0,52.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8232200/bel-appart-riviera-terrasse-canon-tout-neuf
27,Casablanca,7500.0,52.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8232178/studio-oasis-grande-terrasse
28,Tanger,12000.0,85.0,Bel Air - Val fleuri,Appartement,2,2,https://www.mubawab.ma/fr/a/8217941/appartement-de-luxe-pr%C3%A8s-gare-city-center-hilton
30,Casablanca,6000.0,61.0,Oulfa,Appartement,1,1,https://www.mubawab.ma/fr/a/8191387/%C3%A0-louer-%E2%80%93-appartement-moderne-1-chambre-%E2%80%93-quartier-um6ss-cfc-%E2%80%93-6-500-dhs
31,Marrakech,17000.0,100.0,Boulevard Med 6,Appartement,2,2,https://www.mubawab.ma/fr/a/8173665/appartement-prestigia-location-longue-dur%C3%A9e
32,Casablanca,10000.0,61.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8165781/appartement-cfc-tour-33-en-face-aeria-mall
34,Rabat,16000.0,150.0,Riyad,Appartement,3,3,https://www.mubawab.ma/fr/a/8287699/prestigia-%E2%80%93-hay-riad-location-longue-dur%C3%A9e
35,Casablanca,45000.0,600.0,Ain Diab,Villa,3,2,https://www.mubawab.ma/fr/a/8078367/villa-moderne-au-bon-ain-diab
38,Casablanca,8500.0,80.0,Maârif,Appartement,2,1,https://www.mubawab.ma/fr/a/8214592/joli-appartement-sans-vis-%C3%A0-vis-racine-les-iris
39,Rabat,23000.0,150.0,Souissi,Appartement,2,2,https://www.mubawab.ma/fr/a/8289779/appartement-de-standing-%C3%A0-louer-%E2%80%93-souissi
40,Casablanca,15000.0,139.0,Racine,Appartement,3,2,https://www.mubawab.ma/fr/a/8236346/superbe-appartement-trois-chambres-non-meubl%C3%A9e-sans-vis-%C3%A0-vis
41,Rabat,14500.0,98.0,Souissi,Appartement,1,1,https://www.mubawab.ma/fr/a/7757782/tr%C3%A8s-bel-appartement-en-location-%C3%A0-souissi-meubl%C3%A9
42,Casablanca,4500.0,56.0,Centre Ville,Appartement,1,1,https://www.mubawab.ma/fr/a/8245784/studio-pr%C3%A9s-de-alpha-55-centre-ville-%C3%A0-louer
43,Casablanca,14000.0,165.0,Maârif,Appartement,4,3,https://www.mubawab.ma/fr/a/8292756/location-d-un-appartement-%C3%A0-ma%C3%A2rif-2-pi%C3%A8ces-porte-blind%C3%A9e-et-parabole
44,Rabat,19000.0,170.0,Haut Agdal,Appartement,4,3,https://www.mubawab.ma/fr/a/8292697/magnifique-appartement-%C3%A0-louer-meubl%C3%A9-haut-agdal
45,Casablanca,8500.0,55.0,CIL (Hay Salam),Appartement,1,1,https://www.mubawab.ma/fr/a/8273426/tr%C3%A8s-bel-appartement-en-location-%C3%A0-cil-hay-salam-3-grandes-pi%C3%A8ces-meubl%C3%A9
47,Casablanca,7500.0,45.0,Ferme Bretonne (Hay Arraha),Appartement,1,1,https://www.mubawab.ma/fr/a/8243657/tr%C3%A8s-beau-studio-en-location-%C3%A0-la-ferme-bretonne-1-chambre-bien-meubl%C3%A9
48,Rabat,38000.0,500.0,Riyad,Villa,3,4,https://www.mubawab.ma/fr/a/8272932/villa-de-luxe-%C3%A0-louer-%C3%A0-riyad-surface-de-500-m%C2%B2-concierge-et-piscine
49,Rabat,60000.0,700.0,Riyad,Villa,3,4,https://www.mubawab.ma/fr/a/8071751/villa-meubl%C3%A9-en-location-%C3%A0-hay-riad
51,Marrakech,35000.0,468.0,Agdal,Villa,4,4,https://www.mubawab.ma/fr/a/8276704/somptueuse-spacieuse-sereine
52,Marrakech,6500.0,65.0,Route Casablanca,Appartement,1,1,https://www.mubawab.ma/fr/a/8284984/appartement-%C3%A0-louer-sur-la-route-de-casa
53,Tanger,9500.0,150.0,Mozart,Appartement,3,3,https://www.mubawab.ma/fr/a/7679906/location-appartement-neuf-%C3%A0-mozart
54,Tanger,7800.0,140.0,Castilla,Appartement,3,2,https://www.mubawab.ma/fr/a/8264725/appartement-%C3%A0-louer-%C3%A0-moulay-ismael
55,Tanger,13000.0,140.0,Iberie,Appartement,3,3,https://www.mubawab.ma/fr/a/8100195/appartement-de-luxe-%C3%A0-louer-%C3%A0-iberia
56,Tanger,7000.0,80.0,Centre,Appartement,2,2,https://www.mubawab.ma/fr/a/8197716/louez-cet-appartement-en-centre-surface-totale-80-m%C2%B2-bien-meubl%C3%A9
62,Marrakech,8800.0,80.0,Route Casablanca,Appartement,2,1,https://www.mubawab.ma/fr/a/8292905/louez-cet-appartement-%C3%A0-route-casablanca-surface-de-80-m%C2%B2-bien-meubl%C3%A9
63,Rabat,22000.0,196.0,Hay Ach-chbanat,Appartement,3,3,https://www.mubawab.ma/fr/a/8270642/location-%E2%80%93-appartement-d%E2%80%99exception-avec-magnifique-vue-sur-mer
64,Marrakech,26400.0,800.0,Route Amizmiz,Villa,5,1,https://www.mubawab.ma/fr/a/8292947/villa-de-haut-standing-%C3%A0-louer-%C3%A0-route-amizmiz-surface-de-800-m%C2%B2-prestation-de-conciergerie-belle-piscine
65,Casablanca,12500.0,110.0,Triangle d'Or,Appartement,3,2,https://www.mubawab.ma/fr/a/8292942/appartement-en-location-%C3%A0-triangle-d-or-superficie-110-m%C2%B2-3-chambres
66,Marrakech,10000.0,84.0,Ennakhil (Palmeraie),Appartement,2,1,https://www.mubawab.ma/fr/a/8240291/appartement-meubl%C3%A9-2-chambres-%C3%A0-louer-%C3%A0-l-ann%C3%A9e
67,Casablanca,7000.0,55.0,Belvédère,Appartement,1,1,https://www.mubawab.ma/fr/a/8128422/superbe-studio-en-location-longue-dur%C3%A9e-%C3%A0-belv%C3%A9d%C3%A8re
68,Casablanca,9500.0,64.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8223787/magnifique-studio-meubl%C3%A9-neuf-jamais-habit%C3%A9-sur-cfc-
69,Casablanca,9500.0,64.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8258394/magnifique-studio-neuf-%C3%A0-louer-sur-cfc-jamais-habit%C3%A9
70,Casablanca,15000.0,100.0,Casablanca Finance City,Appartement,2,2,https://www.mubawab.ma/fr/a/8292403/bel-appartement-en-location-%C3%A0-casablanca-finance-city-surface-totale-100-m%C2%B2-meubl%C3%A9
71,Tanger,22000.0,100.0,De La Plage,Appartement,2,2,https://www.mubawab.ma/fr/a/8290974/appartement-luxueux-avec-vue-imprenable-sur-mer
72,Casablanca,10500.0,60.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8214756/appartement-%C3%A0-louer-%C3%A0-casablanca-finance-city-1-pi%C3%A8ce-bien-meubl%C3%A9
73,Marrakech,30000.0,400.0,Jawhar,Villa,4,3,https://www.mubawab.ma/fr/a/8283706/belle-villa-meubl%C3%A9e-avec-piscine-%C3%A0-targa-en-lld
74,Tanger,5000.0,35.0,Iberie,Appartement,1,1,https://www.mubawab.ma/fr/a/8272150/location-studio-%C3%A0-iberia
75,Tanger,6200.0,50.0,Centre,Appartement,1,1,https://www.mubawab.ma/fr/a/8158442/location-appartement-vue-sur-mer
76,Tanger,40000.0,450.0,Du Golf,Villa,4,3,https://www.mubawab.ma/fr/a/8195658/location-villa-avec-piscine-%C3%A0-rah-rah-tanger
77,Marrakech,7500.0,80.0,Hivernage,Appartement,2,1,https://www.mubawab.ma/fr/a/8292690/appartement-%C3%A0-louer-%C3%A0-hivernage-2-belles-chambres-ascenseur
78,Casablanca,15000.0,170.0,Ferme Bretonne (Hay Arraha),Appartement,3,2,https://www.mubawab.ma/fr/a/8290465/tr%C3%A8s-bel-appartement-meubl%C3%A9-%C3%A0-louer-ferme-bretonne
80,Tanger,33000.0,480.0,Jbel Kbir,Appartement,4,3,https://www.mubawab.ma/fr/a/8292481/appartement-%C3%A0-louer-480-m%C2%B2-%C3%A0-tanger
82,Casablanca,45000.0,480.0,CIL (Hay Salam),Villa,4,5,https://www.mubawab.ma/fr/a/8281087/magnifique-villa-%C3%A0-louer-%C3%A0-cil-hay-salam-surface-de-480-m%C2%B2-piscine-et-chemin%C3%A9e
83,Marrakech,9500.0,100.0,Guéliz,Appartement,2,2,https://www.mubawab.ma/fr/a/8030280/splendide-appartement-en-location-%C3%A0-gu%C3%A9liz
84,Marrakech,8900.0,90.0,Guéliz,Appartement,2,2,https://www.mubawab.ma/fr/a/8270741/location-d-un-appartement-%C3%A0-gu%C3%A9liz-surface-totale-110-m%C2%B2-bien-meubl%C3%A9
85,Casablanca,6500.0,58.0,Les princesses,Appartement,1,1,https://www.mubawab.ma/fr/a/8228269/location-d-un-appartement-%C3%A0-les-princesses-1-chambre-avec-ascenseur-et-terrasse
86,Casablanca,15500.0,185.0,Racine,Appartement,3,3,https://www.mubawab.ma/fr/a/8240863/un-grand-appart-%C3%A0-louer-%C3%A0-racine-casablanca-avec-terrasse
87,Casablanca,13500.0,191.0,Gauthier,Appartement,3,3,https://www.mubawab.ma/fr/a/8244694/bel-appartement-%C3%A0-louer-vide-%C3%A0-gauthier-casablanca
89,Marrakech,13000.0,90.0,Agdal,Appartement,2,2,https://www.mubawab.ma/fr/a/8292932/superbe-appartement-meubl%C3%A9-avec-terrasse-piscine
90,Casablanca,14000.0,113.0,Casablanca Finance City,Appartement,2,2,https://www.mubawab.ma/fr/a/7370349/magnifique-2-chambres-meubl%C3%A9-avec-terrasse-et-piscine-cfc
91,Marrakech,5500.0,97.0,Hay Targa,Appartement,2,2,https://www.mubawab.ma/fr/a/8292935/appartement-%C3%A0-louer-%C3%A0-hay-targa-2-chambres-agr%C3%A9ables-service-de-concierge-et-climatisation
92,Casablanca,11000.0,112.0,Oasis,Appartement,2,2,https://www.mubawab.ma/fr/a/8290627/location-d-un-appartement-%C3%A0-oasis-3-pi%C3%A8ces-confortables-meubl%C3%A9
94,Casablanca,16000.0,113.0,Casablanca Finance City,Appartement,2,2,https://www.mubawab.ma/fr/a/8292933/duplex-%C3%A0-louer-113-m%C2%B2-2-chambres-casablanca-finance-city-casablanca
98,Rabat,40000.0,400.0,Riyad,Villa,4,4,https://www.mubawab.ma/fr/a/8277932/villa-de-haut-standing-%C3%A0-louer-%C3%A0-riyad-2-pi%C3%A8ces-confortables-chemin%C3%A9e-et-climatisation
99,Rabat,29000.0,170.0,Souissi,Appartement,3,3,https://www.mubawab.ma/fr/a/8283447/appartement-en-location-%C3%A0-souissi-3-pi%C3%A8ces-confortables-bien-meubl%C3%A9
100,Casablanca,14000.0,110.0,Anfa,Appartement,2,2,https://www.mubawab.ma/fr/a/8291966/duplex-en-location-au-blvd-d-anfa
101,Casablanca,8500.0,148.0,Racine,Appartement,3,3,https://www.mubawab.ma/fr/a/8282050/location-d-un-appartement-%C3%A0-racine-3-chambres
103,Casablanca,8900.0,56.0,Gauthier,Appartement,1,1,https://www.mubawab.ma/fr/a/8266699/superbe-studio-%C3%A0-louer-%C3%A0-gauthier
104,Casablanca,8000.0,45.0,Bourgogne Est,Appartement,1,1,https://www.mubawab.ma/fr/a/8292407/louez-cet-appartement-%C3%A0-bourgogne-est-1-belle-chambre-meubl%C3%A9
105,Casablanca,12000.0,60.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8243430/tr%C3%A8s-bel-appartement-en-location-%C3%A0-casablanca-finance-city-1-chambre-meubl%C3%A9
106,Tanger,25000.0,450.0,Tanja Balia,Villa,6,4,https://www.mubawab.ma/fr/a/8285906/villa-meubl%C3%A9-%C3%A0-louer-%E2%80%93tanja-bali%E2%80%93-tanger
107,Casablanca,8000.0,60.0,Ferme Bretonne (Hay Arraha),Appartement,1,1,https://www.mubawab.ma/fr/a/8227391/bel-appartement-en-location-%C3%A0-ferme-bretonne-hay-arraha-surface-totale-60-m%C2%B2-bien-meubl%C3%A9
108,Casablanca,13000.0,137.0,Ferme Bretonne (Hay Arraha),Appartement,3,3,https://www.mubawab.ma/fr/a/8277796/bel-appartement-en-location-%C3%A0-ferme-bretonne-hay-arraha-4-pi%C3%A8ces-confortables-garage-et-terrasse
109,Rabat,16000.0,120.0,Haut Agdal,Appartement,2,2,https://www.mubawab.ma/fr/a/8211143/tr%C3%A8s-bel-appartement-%C3%A0-louer-meubl%C3%A9-haut-agdal
110,Rabat,17000.0,150.0,Riyad,Appartement,3,2,https://www.mubawab.ma/fr/a/8291117/tr%C3%A8s-bel-appartement-%C3%A0-louer-%C3%A0-hay-riad
111,Rabat,25000.0,430.0,Haut Agdal,Villa,5,4,https://www.mubawab.ma/fr/a/8165565/belle-villa-%C3%A0-louer-vers-agdal
112,Rabat,15000.0,63.0,Souissi,Appartement,1,2,https://www.mubawab.ma/fr/a/8144200/%C3%A0-louer-appartement-neuf-meubl%C3%A9-%C3%A0-souissi
113,Rabat,38000.0,556.0,Riyad,Villa,4,4,https://www.mubawab.ma/fr/a/8285808/tr%C3%A8s-jolie-villa-%C3%A0-louer-%C3%A0-hay-riad-vide
114,Rabat,30000.0,300.0,Riyad,Villa,4,3,https://www.mubawab.ma/fr/a/8283515/villa-%C3%A0-louer-%C3%A0-hay-riad-%E2%80%93-rabat
115,Rabat,22000.0,205.0,Haut Agdal,Appartement,3,3,https://www.mubawab.ma/fr/a/8211141/tr%C3%A8s-bel-appartement-%C3%A0-louer-au-haut-agdal
116,Rabat,22000.0,203.0,Agdal,Appartement,3,3,https://www.mubawab.ma/fr/a/8292635/appartement-haut-standing-%C3%A0-louer-%E2%80%93-agdal
118,Casablanca,10000.0,150.0,Casablanca Finance City,Appartement,2,1,https://www.mubawab.ma/fr/a/8251376/appartement-de-prestige-avec-terrasse-et-jardin-%E2%80%93-casablanca-finance-city
119,Rabat,20000.0,170.0,Souissi,Appartement,3,3,https://www.mubawab.ma/fr/a/8015393/bel-appartement-%C3%A0-louer-eagles-hills-souissi
120,Casablanca,18000.0,120.0,Palmier,Appartement,2,2,https://www.mubawab.ma/fr/a/7645803/appartement-ultra-moderne-avec-piscine-%C3%A0-louer-110m%C2%B2
121,Casablanca,12000.0,140.0,Ferme Bretonne (Hay Arraha),Appartement,3,3,https://www.mubawab.ma/fr/a/8227250/tr%C3%A8s-bel-appartement-en-location-%C3%A0-ferme-bretonne-hay-arraha-surface-totale-140-m%C2%B2-ascenseur-et-garage
123,Marrakech,17000.0,90.0,Agdal,Appartement,2,2,https://www.mubawab.ma/fr/a/8289659/tr%C3%A8s-bel-appartement-en-location-%C3%A0-agdal-surface-totale-90-m%C2%B2-meubl%C3%A9
124,Marrakech,55000.0,500.0,Route de l'Ourika,Villa,5,6,https://www.mubawab.ma/fr/a/8267026/somptueuse-villa-%C3%A0-louer-%C3%A0-route-de-l-ourika-10-pi%C3%A8ces-climatisation-et-piscine
125,Marrakech,10000.0,65.0,Guéliz,Appartement,1,1,https://www.mubawab.ma/fr/a/8249085/tr%C3%A8s-joli-studio-%C3%A0-la-location-longue-dur%C3%A9e
126,Marrakech,12000.0,85.0,Hivernage,Appartement,2,2,https://www.mubawab.ma/fr/a/8256787/appartement-%C3%A0-louer-%C3%A0-hivernage-surface-de-85-m%C2%B2-meubl%C3%A9
127,Marrakech,13000.0,80.0,Guéliz,Appartement,2,2,https://www.mubawab.ma/fr/a/8256784/louez-cet-appartement-%C3%A0-gu%C3%A9liz-4-pi%C3%A8ces-bien-meubl%C3%A9
128,Marrakech,55000.0,305.0,Route de Tahanaout,Villa,5,7,https://www.mubawab.ma/fr/a/8233148/villa-haut-standing-sous-location-argan-golf
132,Marrakech,90000.0,1500.0,Route de Ouarzazate,Villa,7,7,https://www.mubawab.ma/fr/a/8248243/villa-front-golf-and-louer-vide-ou-meubl%C3%A9
133,Marrakech,16000.0,115.0,Agdal,Appartement,2,2,https://www.mubawab.ma/fr/a/8189471/appartement-%C3%A0-louer-%C3%A0-agdal-3-chambres-agr%C3%A9ables-bien-meubl%C3%A9
134,Casablanca,11000.0,70.0,Anfa,Appartement,1,2,https://www.mubawab.ma/fr/a/8027899/tr%C3%A8s-chic-appartement-neuf-et-meubl%C3%A9-avec-gout-%C3%A0-quartier-anfa
135,Casablanca,23000.0,250.0,Triangle d'Or,Appartement,5,4,https://www.mubawab.ma/fr/a/8283381/sublime-appartement-de-4-chambres-ch-du-personnel-au-triangle-d%E2%80%99or
137,Rabat,19000.0,165.0,Riyad,Appartement,3,3,https://www.mubawab.ma/fr/a/8057945/tr%C3%A8s-bel-appartement-%C3%A0-louer-prestigia-hay-riad
138,Rabat,21000.0,160.0,Riyad,Appartement,3,3,https://www.mubawab.ma/fr/a/8292271/tr%C3%A8s-bel-appartement-%C3%A0-louer-meubl%C3%A9-hay-riad
139,Casablanca,14000.0,150.0,Triangle d'Or,Appartement,3,3,https://www.mubawab.ma/fr/a/8259773/appartement-r%C3%A9nov%C3%A9-et-meubl%C3%A9-de-3-chambres-en-location-longue-dur%C3%A9e-avec-parking
140,Casablanca,50000.0,850.0,Anfa Supérieur,Villa,4,4,https://www.mubawab.ma/fr/a/8267703/en-location-vide-ou-meubl%C3%A9-superbe-villa-%C3%A0-louer-%C3%A0-anfa-sup%C3%A9rieur-superficie-850-m%C2%B2-porte-s%C3%A9curis%C3%A9e-et-chauffage-central
141,Casablanca,9500.0,100.0,Les princesses,Appartement,2,2,https://www.mubawab.ma/fr/a/7762192/les-princesses-bel-appartement-meubl%C3%A9-moderne
144,Casablanca,38000.0,350.0,Ain Diab,Villa,3,5,https://www.mubawab.ma/fr/a/8292320/villa-contemporaine-de-luxe-%C3%A0-louer-a%C3%AFn-diab-anfa
147,Casablanca,10500.0,67.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8039383/magnifique-studio-bien-meubl%C3%A9-tr%C3%A8s-adorable-%C3%A0-cfc
148,Casablanca,9500.0,80.0,Les princesses,Appartement,2,1,https://www.mubawab.ma/fr/a/8292608/location-d-un-appartement-%C3%A0-les-princesses-3-grandes-pi%C3%A8ces-bien-meubl%C3%A9
149,Casablanca,7000.0,100.0,Sidi Maarouf,Appartement,3,2,https://www.mubawab.ma/fr/a/8287159/location-appartement-vide-de-3-chambres
151,Casablanca,5500.0,44.0,Maârif,Appartement,1,1,https://www.mubawab.ma/fr/a/8290590/appartement-en-location-%C3%A0-ma%C3%A2rif-2-pi%C3%A8ces-confortables
152,Marrakech,40000.0,350.0,Route Amizmiz,Villa,6,4,https://www.mubawab.ma/fr/a/8256888/superbe-villa-6-ch-route-amizmiz
153,Casablanca,14000.0,117.0,Casablanca Finance City,Appartement,2,2,https://www.mubawab.ma/fr/a/8092312/bel-appartement-2-chambres-meubl%C3%A9-%C3%A0-louer-cfc
154,Casablanca,28000.0,220.0,Ain Diab,Appartement,3,2,https://www.mubawab.ma/fr/a/8127187/tr%C3%A8s-bel-appt-%C3%A0-louer-%C3%A0-ain-diab-vue-sur-mer
155,Rabat,13000.0,50.0,Riyad,Appartement,1,1,https://www.mubawab.ma/fr/a/8291760/louez-cet-appartement-%C3%A0-riyad-1-belle-chambre-bien-meubl%C3%A9
157,Casablanca,7500.0,180.0,Val Fleury,Appartement,2,2,https://www.mubawab.ma/fr/a/8292918/appartement-%C3%A0-louer-180-m%C2%B2-2-chambres-val-fleurie-casablanca
158,Casablanca,30000.0,296.0,Sidi Maarouf,Villa,6,3,https://www.mubawab.ma/fr/a/8292909/villa-%C3%A0-louer-296-m%C2%B2-6-chambres-sidi-maarouf-casablanca
159,Casablanca,60000.0,700.0,Anfa Supérieur,Villa,4,5,https://www.mubawab.ma/fr/a/8273577/villa-art-d%C3%A9co-800-m%C2%B2-anfa-sup%C3%A9rieur
160,Rabat,6000.0,68.0,Hay Nahda,Appartement,2,1,https://www.mubawab.ma/fr/a/8292902/location-appartement-meubl%C3%A9-rabat-hay-nahda
161,Casablanca,10000.0,67.0,Ain Diab,Appartement,1,1,https://www.mubawab.ma/fr/a/8124369/studio-moderne-meubl%C3%A9e-plein-ain-diab-vue-mer
162,Casablanca,8750.0,65.0,Racine,Appartement,1,1,https://www.mubawab.ma/fr/a/8071300/beau-studio-moderne-avec-terrasse-%C3%A0-louer-racine
163,Casablanca,16000.0,150.0,Les princesses,Appartement,3,2,https://www.mubawab.ma/fr/a/8284238/duplex-moderne-refait-et-meubl%C3%A9-en-neuf-%C3%A0-louer-princesses
164,Casablanca,10000.0,78.0,Les princesses,Appartement,2,2,https://www.mubawab.ma/fr/a/8285700/appartement-%C3%A0-louer-%C3%A0-les-princesses-2-belles-chambres-meubl%C3%A9
165,Casablanca,7200.0,56.0,Maârif Extension,Appartement,1,1,https://www.mubawab.ma/fr/a/8291254/superbe-appartement-%C3%A0-louer-%C3%A0-ma%C3%A2rif-extension-surface-de-56-m%C2%B2-meubl%C3%A9
166,Casablanca,17000.0,170.0,Oasis,Appartement,3,2,https://www.mubawab.ma/fr/a/8244989/splendide-appartement-meubl%C3%A9-%C3%A0-louer
169,Casablanca,60000.0,700.0,Anfa Supérieur,Villa,4,5,https://www.mubawab.ma/fr/a/8292605/villa-de-haut-standing-%C3%A0-louer-%C3%A0-anfa-sup%C3%A9rieur-3-pi%C3%A8ces-confortables-tout-confort-avec-chemin%C3%A9e-et-climatisation
170,Casablanca,11000.0,75.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8243289/appartement-une-chambre-meubl%C3%A9-%C3%A0-louer-sur-cfc
172,Casablanca,9000.0,90.0,Maârif,Appartement,2,2,https://www.mubawab.ma/fr/a/8145429/appartement-deux-chambres-meubl%C3%A9-%C3%A0-louer
173,Casablanca,12000.0,65.0,Casablanca Finance City,Appartement,1,1,https://www.mubawab.ma/fr/a/8281808/appartement-une-chambre-meubl%C3%A9-%C3%A0-louer-cfc
174,Marrakech,45000.0,600.0,Route de Ouarzazate,Villa,4,5,https://www.mubawab.ma/fr/a/8249920/villa-de-4-suites-amelkis
177,Marrakech,12000.0,100.0,Hay Targa,Appartement,2,2,https://www.mubawab.ma/fr/a/8173344/bel-appartement-en-location-%C3%A0-route-casablanca-4-grandes-pi%C3%A8ces-bien-meubl%C3%A9
178,Casablanca,32000.0,606.0,Laymoune,Villa,4,4,https://www.mubawab.ma/fr/a/8291686/location-magnifique-villa-606m%C2%B2-moderne-%C3%A0-laymoune
179,Casablanca,8000.0,55.0,Oasis,Appartement,1,1,https://www.mubawab.ma/fr/a/8281387/location-d-un-appartement-%C3%A0-quartier-bachkou-1-belle-chambre-meubl%C3%A9
180,Casablanca,5500.0,50.0,Riviera,Appartement,1,1,https://www.mubawab.ma/fr/a/8280886/superbe-appartement-%C3%A0-louer-%C3%A0-riviera-1-belle-chambre-conciergerie-%C3%A0-disposition-syst%C3%A8me-de-climatisation
181,Casablanca,12000.0,140.0,Ferme Bretonne (Hay Arraha),Appartement,3,3,https://www.mubawab.ma/fr/a/8162152/tr%C3%A8s-bel-appartement-familial-%C3%A0-la-location-vide-neuf-jamais-habit%C3%A9
182,Casablanca,8500.0,90.0,Bourgogne Ouest,Appartement,2,2,https://www.mubawab.ma/fr/a/8283341/tr%C3%A8s-beau-duplex-%C3%A0-la-location-vide-en-face-de-lyc%C3%A9e-lyautey
186,Rabat,38000.0,500.0,Riyad,Villa,3,3,https://www.mubawab.ma/fr/a/8289783/maison-de-luxe-%C3%A0-louer-%C3%A0-riyad-surface-totale-500-m%C2%B2
187,Casablanca,27500.0,165.0,Casablanca Marina,Appartement,2,2,https://www.mubawab.ma/fr/a/7461137/louez-cet-appartement-%C3%A0-casablanca-marina-surface-totale-165-m%C2%B2-meubl%C3%A9
188,Rabat,14500.0,110.0,Riyad,Appartement,2,2,https://www.mubawab.ma/fr/a/8292897/location-d-un-appartement-%C3%A0-riyad
189,Rabat,20000.0,183.0,Souissi,Appartement,3,2,https://www.mubawab.ma/fr/a/8146460/appartement-de-luxe-%C3%A0-l-orangeraie-de-souissi
190,Casablanca,5000.0,86.0,Hay Palestine,Appartement,2,1,https://www.mubawab.ma/fr/a/8292893/appart-5000dhs-belv%C3%A9d%C3%A8re-casa
192,Marrakech,35000.0,5000.0,Route de Fez,Villa,4,5,https://www.mubawab.ma/fr/a/8292891/villa-de-luxe-%C3%A0-louer-%C3%A0-route-de-fez-surface-totale-5000-m%C2%B2
200,Marrakech,15000.0,105.0,Agdal,Appartement,3,2,https://www.mubawab.ma/fr/a/8285111/%C3%A0-louer-%E2%80%93-bel-appartement-en-rez-de-jardin-dans-r%C3%A9sidence-priv%C3%A9e-avec-piscine
