id,ville,prix,surface,quartier,type_bien,nb_chambres,nb_salle_de_bains,url_annonce,date_annonce
57114340,Casablanca,14000 DH,200 m2,Maarif,Appartement,5,0,https://www.avito.ma/fr/maarif/appartements/%C3%80_louer_Appartement__200m2_3_CH_vue_sur_mosqu%C3%A9e_57114340.htm,il y a 1 semaine
57429253,Rabat,35000 DH,1600 m2,Souissi,Villa,7,0,https://www.avito.ma/fr/souissi/villas_et_riads/BELLE_VILLA_AVEC_PISCINE_A_RABAT_57429253.htm,il y a 1 semaine
57315950,Marrakech,8000 DH,72 m2,Allal El Fassi,Bureau,0,0,https://www.avito.ma/fr/allal_el_fassi/bureaux/Plateau_bureau_72m2_allal_fassi_pr%C3%A8s_caf%C3%A9_Malizia_57315950.htm,il y a 1 semaine
57323245,Casablanca,9950 DH,27 m2,Bourgogne,Appartement,1,0,https://www.avito.ma/fr/bourgogne/appartements/Studio_meubl%C3%A9_%C3%A0_9_min_de_la_mer___Longue_dur%C3%A9e_57323245.htm,il y a 1 semaine
57429216,Rabat,30000 DH,649 m2,Autre secteur,Villa,5,0,https://www.avito.ma/fr/autre_secteur/villas_et_riads/Villa_neuve_haut_standing_vue_sur_mer_Harhoura_57429216.htm,il y a 1 semaine
57404111,Casablanca,6000 DH,50 m2,Belvédère,Appartement,2,0,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Location_studio_meubl%C3%A9_belvedere_57404111.htm,il y a 1 semaine
56123639,Casablanca,10000 DH,130 m2,Route d'El Jadida,Bureau,0,0,https://www.avito.ma/fr/route_d_el_jadida/bureaux/Bureau_5p_130m2_%C3%A0_louer_sur_route_d_El_Jadida_56123639.htm,il y a 1 semaine
57429190,Casablanca,7000 DH,130 m2,2 Mars,Villa,6,0,https://www.avito.ma/fr/2_mars/maisons/Superbe_Rez_de_Chauss%C3%A9e_de_Villa_Anoual__2Mars_57429190.htm,il y a 1 semaine
57429179,Rabat,6000 DH,60 m2,Hay Nahda,Appartement,2,0,https://www.avito.ma/fr/hay_nahda/appartements/Bel_appartement_meubl%C3%A9_r%C3%A9sidence_ferm%C3%A9e_%C3%A0_Rabat_57429179.htm,il y a 1 semaine
57429144,Rabat,20000 DH,1000 m2,Hay Riad,Villa,6,0,https://www.avito.ma/fr/hay_riad/villas_et_riads/Superbe_villa_avec_jardin_%C3%A0_louer_Hay_Riad_57429144.htm,il y a 1 semaine
