id,ville,prix,surface,quartier,type_bien,nb_chambres,nb_salle_de_bains,url_annonce,date_annonce
56921942,Casablanca,19454 DH,378 m2,Sidi Bernoussi,Maison,4,0,https://www.avito.ma/fr/sidi_bernoussi/maisons/Maison_%C3%A0_vendre_%C3%A0_Qods_Sidi_bernoussi_56921942.htm,il y a 1 heure
57067005,Casablanca,250124 DH,120 m2,Nassim,Maison,2,0,https://www.avito.ma/fr/nassim/maisons/Maison_%C3%A0_vendre_3_%C3%A9tages_Sidi_Maarouf_Hay_Nassim_El_Guizabry_57067005.htm,il y a 1 jour
57441061,Marrakech,7225 DH,96 m2,Inara,Maison,7,0,https://www.avito.ma/fr/inara/maisons/Belle_maison_96_m%C2%B2_%C3%A0_Hay_Inara___3_fa%C3%A7ades_57441061.htm,il y a 1 semaine
57367527,Marrakech,6669 DH,85 m2,Michouar,Maison,7,0,https://www.avito.ma/fr/michouar/maisons/Maison_85_m%C2%B2_%C3%A0_vendre_KASBAH_Marrakech_57367527.htm,il y a 1 semaine
56664115,Casablanca,5669 DH,null,Oulfa,Appartement,2,0,https://www.avito.ma/fr/oulfa/maisons/Studio_spacieux_neuf__Deux_fa%C3%A7ades_56664115.htm,il y a 1 semaine
57440609,Rabat,88933 DH,null,Autre secteur,null,9,0,https://www.avito.ma/fr/autre_secteur/maisons/Hay_Yaacoub_Mansour_BLOC_TG_Rabat_57440609.htm,il y a 1 semaine
57440547,Rabat,90044 DH,1800 m2,Souissi,Villa,8,0,https://www.avito.ma/fr/souissi/maisons/Villa_%C3%A0_vendre_%C3%A0_c%C3%B4t%C3%A9_de_h%C3%B4tel_story_57440547.htm,il y a 1 semaine
57440282,Rabat,17786 DH,157 m2,Hay Nahda,Maison,4,0,https://www.avito.ma/fr/hay_nahda/maisons/RBA_YO_1084___Maison_%C3%A0_vendre_%C3%A0_Hay_Nahda_57440282.htm,il y a 1 semaine
57440139,Tanger,15007 DH,115 m2,Autre secteur,Maison,10,0,https://www.avito.ma/fr/autre_secteur/maisons/Maison_titr%C3%A9e_%C3%A0_vendre_quartier_Belli%C3%A8re_pr%C3%A8s_du_consulat_espagnol_57440139.htm,il y a 1 semaine
57439643,Casablanca,30570 DH,320 m2,Florida,Maison,8,0,https://www.avito.ma/fr/florida/maisons/Maison_spacieuse_et_meubl%C3%A9e_de_2_%C3%A9tages_et_RDC_57439643.htm,il y a 1 semaine
56821619,Rabat,12228 DH,260 m2,Autre secteur,Maison,3,0,https://www.avito.ma/fr/autre_secteur/maisons/Belle_maison_%C3%A0_vendre_%C3%A0_Chebannat_56821619.htm,il y a 1 semaine
